carat,cut,colour,clarity,depth,table,price,x,y,z,clarity_n,colour_n,Depth_check
0.81,Premium,H,VS2,58.0,59.0,2795,6.17,6.13,3.57,3,2,58.048780487804876
0.72,Premium,G,VS2,62.9,57.0,2795,5.73,5.65,3.58,3,3,62.91739894551845
1.0,Premium,I,SI2,58.2,60.0,2795,6.61,6.55,3.83,1,1,58.20668693009119
0.73,Good,E,SI1,63.2,58.0,2796,5.7,5.76,3.62,2,5,63.1762652705061
0.81,Very Good,H,SI2,61.3,59.0,2797,5.94,6.01,3.66,1,2,61.25523012552301
0.81,Very Good,E,SI1,60.3,60.0,2797,6.07,6.1,3.67,2,5,60.31224322103533
0.71,Premium,D,SI1,62.7,60.0,2797,5.67,5.71,3.57,2,6,62.741652021089635
0.71,Premium,D,SI1,61.3,58.0,2797,5.73,5.75,3.52,2,6,61.32404181184669
0.71,Premium,D,SI1,61.6,60.0,2797,5.74,5.69,3.52,2,6,61.5923009623797
0.57,Ideal,F,VVS2,61.9,55.0,2797,5.34,5.35,3.31,5,4,61.927034611786716
0.51,Ideal,D,VVS1,61.7,56.0,2797,5.12,5.16,3.17,6,6,61.67315175097276
0.72,Ideal,G,VS2,61.9,58.0,2797,5.72,5.75,3.55,3,3,61.90061028770707
0.74,Ideal,H,VS1,61.8,58.0,2797,5.77,5.81,3.58,4,2,61.830742659758215
0.74,Ideal,H,VS1,61.6,56.0,2797,5.81,5.82,3.58,4,2,61.564918314703355
0.7,Fair,G,VVS1,58.8,66.0,2797,5.81,5.9,3.44,6,3,58.7532023911187
0.8,Premium,F,SI2,61.0,57.0,2797,6.03,6.01,3.67,1,4,60.96345514950166
1.01,Fair,E,SI2,67.4,60.0,2797,6.19,6.05,4.13,1,5,67.48366013071896
0.8,Very Good,H,VS2,63.4,60.0,2797,5.92,5.82,3.72,3,2,63.373083475298124
0.77,Ideal,I,VS1,61.5,59.0,2798,5.87,5.91,3.62,4,1,61.46010186757215
0.83,Very Good,E,SI2,58.0,62.0,2799,6.19,6.25,3.61,1,5,58.03858520900321
0.82,Ideal,F,SI2,62.4,54.0,2799,5.97,6.02,3.74,1,4,62.38532110091744
0.78,Ideal,D,SI1,61.9,57.0,2799,5.91,5.86,3.64,2,6,61.85216652506372
0.6,Very Good,G,IF,61.6,56.0,2800,5.43,5.46,3.35,7,3,61.52433425160697
0.9,Good,I,SI2,62.2,59.0,2800,6.07,6.11,3.79,1,1,62.23316912972086
0.7,Premium,E,VS1,62.2,58.0,2800,5.6,5.66,3.5,4,5,62.166962699822385
0.9,Very Good,I,SI2,61.3,56.0,2800,6.17,6.23,3.8,1,1,61.29032258064516
0.83,Ideal,G,SI1,62.3,57.0,2800,5.99,6.08,3.76,2,3,62.30323115161558
0.83,Ideal,G,SI1,61.8,57.0,2800,6.03,6.07,3.74,2,3,61.81818181818181
0.83,Very Good,H,SI1,62.5,59.0,2800,5.95,6.02,3.74,2,2,62.489557226399334
0.74,Premium,G,VS1,62.9,60.0,2800,5.74,5.68,3.59,4,3,62.87215411558669
0.79,Ideal,I,VS1,61.8,59.0,2800,5.92,5.95,3.67,4,1,61.83656276326874
0.61,Ideal,G,IF,62.3,56.0,2800,5.43,5.45,3.39,7,3,62.31617647058824
0.76,Fair,G,VS1,59.0,70.0,2800,5.89,5.8,3.46,4,3,59.19589392643285
0.96,Ideal,F,I1,60.7,55.0,2801,6.37,6.41,3.88,0,4,60.71987480438184
0.73,Ideal,F,VS2,62.5,55.0,2801,5.8,5.76,3.61,3,4,62.4567474048443
0.73,Premium,F,VS2,62.7,58.0,2801,5.76,5.7,3.59,3,4,62.65270506108202
0.75,Ideal,H,SI1,60.4,57.0,2801,5.93,5.96,3.59,2,2,60.38687973086627
0.71,Premium,F,VS2,62.1,58.0,2801,5.7,5.67,3.53,3,4,62.09322779243623
0.71,Good,F,VS2,57.8,60.0,2801,5.9,5.87,3.4,3,4,57.77400169923535
0.71,Good,F,VS2,63.8,58.0,2801,5.64,5.61,3.59,3,4,63.82222222222222
0.71,Premium,F,VS2,62.8,57.0,2801,5.69,5.64,3.56,3,4,62.84201235657547
1.04,Premium,G,I1,62.2,58.0,2801,6.46,6.41,4.0,0,3,62.160062160062154
1.0,Premium,J,SI2,62.3,58.0,2801,6.45,6.34,3.98,1,0,62.23612197028929
0.87,Very Good,G,SI2,59.9,58.0,2802,6.19,6.23,3.72,1,3,59.903381642512066
0.53,Ideal,F,IF,61.9,54.0,2802,5.22,5.25,3.24,7,4,61.89111747851003
0.72,Premium,E,VS2,63.0,55.0,2802,5.79,5.61,3.59,3,5,62.98245614035088
0.72,Premium,F,VS1,62.4,58.0,2802,5.83,5.7,3.6,4,4,62.445793581960096
0.7,Very Good,F,VS2,62.9,58.0,2803,5.63,5.65,3.55,3,4,62.94326241134751
0.74,Very Good,E,SI1,63.5,56.0,2803,5.74,5.79,3.66,2,5,63.4865568083261
0.71,Ideal,G,VS2,61.3,56.0,2803,5.75,5.71,3.51,3,3,61.2565445026178
0.73,Ideal,E,SI1,60.6,54.0,2803,5.84,5.89,3.55,2,5,60.528559249786866
0.7,Good,G,VS1,65.1,58.0,2803,5.56,5.59,3.63,4,3,65.1121076233184
0.71,Premium,F,VS2,62.6,58.0,2803,5.7,5.67,3.56,3,4,62.620932277924354
0.71,Premium,F,VS2,58.0,62.0,2803,5.85,5.81,3.38,3,4,57.97598627787307
0.71,Premium,G,VS1,62.4,61.0,2803,5.7,5.65,3.54,4,3,62.37885462555065
0.77,Premium,G,VS2,61.3,57.0,2803,5.93,5.88,3.62,3,3,61.30397967823879
0.71,Premium,G,VS2,59.9,60.0,2803,5.81,5.77,3.47,3,3,59.93091537132989
0.78,Premium,G,VS2,60.8,58.0,2803,6.03,5.95,3.64,3,3,60.76794657762938
0.71,Very Good,G,VS1,63.5,55.0,2803,5.66,5.64,3.59,4,3,63.53982300884955
0.91,Ideal,D,SI2,62.2,57.0,2803,6.21,6.15,3.85,1,6,62.297734627831716
0.71,Very Good,E,VS2,63.8,58.0,2804,5.62,5.66,3.6,3,5,63.82978723404255
0.71,Very Good,E,VS2,64.0,57.0,2804,5.66,5.68,3.63,3,5,64.02116402116403
0.8,Very Good,E,SI2,62.5,56.0,2804,5.88,5.96,3.7,1,5,62.5
0.7,Very Good,D,SI1,62.3,58.0,2804,5.69,5.73,3.56,2,6,62.34676007005253
0.72,Ideal,F,VS1,61.7,57.0,2804,5.74,5.77,3.55,4,4,61.68549087749783
0.72,Very Good,F,VS1,62.2,58.0,2804,5.75,5.7,3.56,4,4,62.183406113537124
0.82,Ideal,H,VS2,61.5,56.0,2804,6.01,6.08,3.72,3,2,61.53846153846154
0.7,Ideal,D,SI1,61.0,59.0,2804,5.68,5.7,3.47,2,6,60.98418277680141
0.72,Ideal,D,SI1,62.2,56.0,2804,5.74,5.77,3.58,2,6,62.20677671589922
0.72,Ideal,D,SI1,61.5,54.0,2804,5.77,5.8,3.56,2,6,61.53846153846154
0.9,Fair,I,SI1,67.3,59.0,2804,5.93,5.84,3.96,2,1,67.28971962616822
0.74,Premium,F,VS2,61.7,58.0,2805,5.85,5.78,3.59,3,4,61.736887360275155
0.74,Premium,F,VS2,61.9,56.0,2805,5.8,5.77,3.58,3,4,61.88418323249784
0.73,Ideal,E,SI2,61.8,58.0,2805,5.77,5.81,3.58,1,5,61.830742659758215
0.57,Fair,E,VVS1,58.7,66.0,2805,5.34,5.43,3.16,6,5,58.681522748375116
0.73,Premium,F,VS2,62.5,57.0,2805,5.75,5.7,3.58,3,4,62.53275109170306
0.72,Ideal,G,VS2,62.8,56.0,2805,5.74,5.7,3.59,3,3,62.76223776223775
0.74,Fair,F,VS2,61.1,68.0,2805,5.82,5.75,3.53,3,4,61.01987899740708
0.82,Good,G,VS2,64.0,57.0,2805,5.92,5.89,3.78,3,3,64.01354784081288
0.81,Very Good,G,SI1,62.5,60.0,2806,5.89,5.94,3.69,2,3,62.38377007607777
0.75,Very Good,H,VVS1,60.6,58.0,2806,5.85,5.9,3.56,6,2,60.59574468085106
0.7,Ideal,F,SI1,61.6,55.0,2806,5.72,5.74,3.53,2,4,61.60558464223385
0.71,Very Good,F,VS1,62.2,58.0,2807,5.66,5.72,3.54,4,4,62.21441124780317
0.71,Very Good,F,VS1,60.0,57.0,2807,5.84,5.9,3.52,4,4,59.96592844974446
0.93,Premium,J,SI2,61.9,57.0,2807,6.21,6.19,3.84,1,0,61.93548387096774
0.8,Very Good,H,VS2,62.8,57.0,2808,5.87,5.91,3.7,3,2,62.81833616298811
0.7,Very Good,F,VS1,62.0,57.0,2808,5.64,5.71,3.52,4,4,62.02643171806167
1.0,Fair,G,I1,66.4,59.0,2808,6.16,6.09,4.07,0,3,66.44897959183673
0.75,Very Good,G,VS2,63.4,56.0,2808,5.78,5.74,3.65,3,3,63.36805555555556
0.58,Ideal,E,VVS2,60.9,56.0,2808,5.41,5.43,3.3,5,5,60.88560885608856
0.73,Very Good,D,SI1,63.1,57.0,2808,5.74,5.7,3.61,2,6,63.111888111888106
0.81,Very Good,F,SI1,63.1,59.0,2809,5.85,5.79,3.67,2,4,63.05841924398625
0.81,Premium,D,SI2,59.2,57.0,2809,6.15,6.05,3.61,1,6,59.180327868852466
0.71,Premium,F,SI1,60.7,54.0,2809,5.84,5.8,3.53,2,4,60.65292096219931
1.2,Fair,F,I1,64.6,56.0,2809,6.73,6.66,4.33,0,4,64.67513069454817
0.7,Very Good,F,VS1,61.8,56.0,2810,5.63,5.7,3.5,4,4,61.7828773168579
0.7,Very Good,F,VS1,59.9,60.0,2810,5.77,5.84,3.48,4,4,59.9483204134367
0.74,Ideal,D,SI2,61.7,55.0,2810,5.81,5.85,3.6,1,6,61.74957118353345
0.7,Good,F,VS1,62.8,61.0,2810,5.57,5.61,3.51,4,4,62.79069767441861
0.8,Good,G,SI1,62.7,57.0,2810,5.84,5.93,3.69,2,3,62.7017841971113
0.75,Very Good,F,SI1,63.4,58.0,2811,5.72,5.76,3.64,2,4,63.41463414634146
0.83,Very Good,D,SI1,63.5,54.0,2811,5.98,5.95,3.79,2,6,63.53730092204527
1.0,Fair,J,VS2,65.7,59.0,2811,6.14,6.07,4.01,3,0,65.68386568386568
0.99,Fair,I,SI2,68.1,56.0,2811,6.21,6.06,4.18,1,1,68.13365933170334
0.7,Very Good,G,VS1,63.0,60.0,2812,5.57,5.64,3.53,4,3,62.97948260481712
0.7,Very Good,F,VS2,59.5,58.0,2812,5.75,5.85,3.45,3,4,59.48275862068966
0.7,Good,E,SI1,63.5,59.0,2812,5.49,5.53,3.5,2,5,63.520871143375686
0.7,Very Good,F,VS2,61.7,58.0,2812,5.63,5.69,3.49,3,4,61.66077738515901
0.32,Premium,I,SI1,62.7,58.0,554,4.37,4.34,2.73,2,1,62.686567164179095
0.32,Premium,I,SI1,62.8,58.0,554,4.39,4.34,2.74,2,1,62.77205040091638
0.32,Ideal,I,SI1,62.4,57.0,554,4.37,4.35,2.72,2,1,62.38532110091744
0.32,Premium,I,SI1,61.0,59.0,554,4.39,4.36,2.67,2,1,61.02857142857143
0.32,Very Good,I,SI1,63.1,56.0,554,4.39,4.36,2.76,2,1,63.08571428571429
0.32,Ideal,I,SI1,60.7,57.0,554,4.47,4.42,2.7,2,1,60.74240719910011
0.3,Premium,H,SI1,60.9,59.0,554,4.31,4.29,2.62,2,2,60.93023255813954
0.3,Premium,H,SI1,60.1,55.0,554,4.41,4.38,2.64,2,2,60.068259385665534
0.3,Premium,H,SI1,62.9,58.0,554,4.28,4.24,2.68,2,2,62.91079812206573
0.3,Very Good,H,SI1,63.3,56.0,554,4.29,4.27,2.71,2,2,63.317757009345804
0.3,Good,H,SI1,63.8,55.0,554,4.26,4.2,2.7,2,2,63.82978723404255
0.3,Ideal,H,SI1,62.9,57.0,554,4.27,4.22,2.67,2,2,62.8975265017668
0.3,Very Good,H,SI1,63.4,60.0,554,4.25,4.23,2.69,2,2,63.44339622641509
0.32,Good,I,SI1,63.9,55.0,554,4.36,4.34,2.78,2,1,63.9080459770115
0.33,Ideal,H,SI2,61.4,56.0,554,4.85,4.79,2.95,1,2,61.203319502074685
0.29,Very Good,E,VS1,61.9,55.0,555,4.28,4.33,2.66,4,5,61.78861788617887
0.29,Very Good,E,VS1,62.4,55.0,555,4.2,4.25,2.63,4,5,62.248520710059175
0.31,Very Good,F,SI1,61.8,58.0,555,4.32,4.35,2.68,2,4,61.82237600922722
0.34,Ideal,H,VS2,61.5,56.0,555,4.47,4.5,2.76,3,2,61.53846153846155
0.34,Ideal,H,VS2,60.4,57.0,555,4.54,4.57,2.75,3,2,60.37321624588365
0.34,Ideal,I,VS1,61.8,55.0,555,4.48,4.52,2.78,4,1,61.77777777777778
0.34,Ideal,I,VS1,62.0,56.0,555,4.5,4.53,2.8,4,1,62.01550387596898
0.3,Ideal,G,VS1,62.3,56.0,555,4.29,4.31,2.68,4,3,62.32558139534884
0.29,Ideal,F,VS1,61.6,56.0,555,4.26,4.31,2.64,4,4,61.61026837806301
0.35,Ideal,G,SI1,60.6,56.0,555,4.56,4.58,2.77,2,3,60.61269146608315
0.43,Very Good,E,I1,58.4,62.0,555,4.94,5.0,2.9,0,5,58.350100603621726
0.32,Very Good,F,VS2,61.4,58.0,556,4.37,4.42,2.7,3,4,61.43344709897612
0.36,Ideal,I,VS2,61.9,56.0,556,4.54,4.57,2.82,3,1,61.909989023051594
0.3,Ideal,G,VS2,62.0,56.0,556,4.28,4.3,2.66,3,3,62.004662004662
0.26,Ideal,E,VS1,61.5,57.0,556,4.09,4.12,2.52,4,5,61.38855054811205
0.7,Very Good,F,VS2,62.3,58.0,2812,5.64,5.72,3.54,3,4,62.32394366197183
0.7,Very Good,F,VS2,60.9,61.0,2812,5.66,5.71,3.46,3,4,60.86191732629727
0.71,Ideal,D,SI1,62.4,57.0,2812,5.69,5.72,3.56,2,6,62.40140227870289
0.99,Fair,J,SI1,55.0,61.0,2812,6.72,6.67,3.68,2,0,54.9663928304705
0.73,Premium,E,VS2,58.6,60.0,2812,5.92,5.89,3.46,3,5,58.594411515664696
0.51,Ideal,F,VVS1,62.0,57.0,2812,5.15,5.11,3.18,6,4,61.988304093567244
0.91,Premium,G,SI2,59.8,58.0,2813,6.3,6.29,3.77,1,3,59.88880063542494
0.84,Very Good,E,SI1,63.4,55.0,2813,6.0,5.95,3.79,2,5,63.43096234309624
0.91,Good,I,VS2,64.3,58.0,2813,6.09,6.05,3.9,3,1,64.2504118616145
0.76,Premium,E,SI1,62.2,59.0,2814,5.86,5.81,3.63,2,5,62.210796915167094
0.76,Ideal,E,SI1,61.7,57.0,2814,5.88,5.85,3.62,2,5,61.72208013640238
0.75,Premium,E,SI1,61.1,59.0,2814,5.86,5.83,3.57,2,5,61.07784431137724
0.55,Very Good,D,VVS1,61.5,56.0,2815,5.23,5.27,3.23,6,6,61.523809523809526
0.76,Very Good,F,SI2,58.5,62.0,2815,5.93,6.01,3.49,1,4,58.458961474036855
0.74,Premium,G,VS1,61.7,58.0,2815,5.79,5.81,3.58,4,3,61.724137931034484
0.7,Ideal,H,SI1,60.4,56.0,2815,5.75,5.81,3.49,2,2,60.38062283737025
0.7,Ideal,H,SI1,61.4,56.0,2815,5.7,5.76,3.52,2,2,61.431064572425825
0.7,Ideal,H,SI1,61.5,55.0,2815,5.73,5.79,3.54,2,2,61.458333333333336
0.7,Ideal,H,SI1,61.4,56.0,2815,5.72,5.77,3.53,2,2,61.444734551784165
0.9,Fair,J,VS2,65.0,56.0,2815,6.08,6.04,3.94,3,0,65.01650165016501
0.95,Fair,F,SI2,56.0,60.0,2815,6.62,6.53,3.68,1,4,55.969581749049425
0.89,Premium,H,SI2,60.2,59.0,2815,6.26,6.23,3.76,1,2,60.20816653322658
0.72,Premium,E,VS2,58.3,58.0,2815,5.99,5.92,3.47,3,5,58.270361041141896
0.96,Fair,E,SI2,53.1,63.0,2815,6.73,6.65,3.55,1,5,53.06427503736921
1.02,Premium,G,I1,60.3,58.0,2815,6.55,6.5,3.94,0,3,60.383141762452105
0.78,Very Good,I,VVS2,61.4,56.0,2816,5.91,5.95,3.64,5,1,61.38279932546374
0.61,Ideal,G,VVS2,60.1,57.0,2816,5.52,5.54,3.32,5,3,60.036166365280295
0.71,Good,D,VS1,63.4,55.0,2816,5.61,5.69,3.58,4,6,63.36283185840708
0.78,Premium,F,SI1,61.5,59.0,2816,5.96,5.88,3.64,2,4,61.486486486486484
0.87,Ideal,H,SI2,62.7,56.0,2816,6.16,6.13,3.85,1,2,62.65256305939789
0.83,Ideal,H,SI1,62.5,55.0,2816,6.04,6.0,3.76,2,2,62.458471760797345
0.71,Premium,E,SI1,61.3,56.0,2817,5.78,5.73,3.53,2,5,61.337966985230224
0.71,Ideal,I,VVS2,60.2,56.0,2817,5.84,5.89,3.53,5,1,60.187553282182435
0.71,Ideal,E,VS2,62.7,57.0,2817,5.66,5.64,3.54,3,5,62.65486725663716
0.71,Premium,E,VS2,62.3,58.0,2817,5.69,5.65,3.53,3,5,62.257495590828924
0.63,Ideal,F,VVS2,61.5,56.0,2817,5.48,5.52,3.38,5,4,61.45454545454545
0.71,Premium,E,SI1,59.2,59.0,2817,5.86,5.83,3.46,2,5,59.195893926432845
0.71,Premium,E,SI1,61.8,59.0,2817,5.75,5.7,3.54,2,5,61.834061135371186
0.71,Ideal,E,SI1,61.3,55.0,2817,5.77,5.72,3.52,2,5,61.27067014795475
0.71,Premium,E,SI1,61.4,58.0,2817,5.77,5.73,3.53,2,5,61.391304347826086
0.9,Ideal,J,VS2,62.8,55.0,2817,6.2,6.16,3.88,3,0,62.7831715210356
0.71,Good,E,SI1,62.8,64.0,2817,5.6,5.54,3.5,2,5,62.83662477558348
0.7,Premium,E,VS2,62.4,61.0,2818,5.66,5.63,3.52,3,5,62.35606731620904
0.7,Premium,E,VS2,59.3,60.0,2818,5.78,5.73,3.41,3,5,59.252823631624665
0.7,Premium,E,VS2,63.0,60.0,2818,5.64,5.6,3.54,3,5,62.98932384341638
1.0,Premium,H,I1,61.3,60.0,2818,6.43,6.39,3.93,0,2,61.31045241809672
0.86,Premium,F,SI2,59.3,62.0,2818,6.36,6.22,3.73,1,4,59.30047694753577
0.8,Ideal,H,SI1,61.0,57.0,2818,6.07,6.0,3.68,2,2,60.977630488815244
0.7,Ideal,E,VS1,62.9,57.0,2818,5.66,5.61,3.54,4,5,62.82165039929016
0.7,Premium,E,VS1,59.6,57.0,2818,5.91,5.83,3.5,4,5,59.6252129471891
0.7,Premium,F,VS2,61.8,60.0,2818,5.69,5.64,3.5,3,4,61.7828773168579
0.7,Premium,E,VS1,62.7,57.0,2818,5.68,5.64,3.55,4,5,62.7208480565371
1.0,Fair,H,SI2,65.3,62.0,2818,6.34,6.12,4.08,1,2,65.48956661316211
0.72,Very Good,G,VS1,63.8,58.0,2819,5.64,5.68,3.61,4,3,63.78091872791519
0.72,Ideal,H,VS1,62.3,56.0,2819,5.73,5.77,3.58,4,2,62.26086956521739
0.7,Good,F,VS1,59.7,63.0,2819,5.76,5.79,3.45,4,4,59.74025974025974
0.86,Good,F,SI2,64.3,60.0,2819,5.97,5.95,3.83,1,4,64.26174496644295
0.71,Ideal,G,VS1,62.9,58.0,2820,5.66,5.69,3.57,4,3,62.90748898678413
0.75,Ideal,E,SI1,62.0,57.0,2821,5.8,5.78,3.59,2,5,62.00345423143351
0.73,Premium,E,VS2,61.6,59.0,2821,5.77,5.73,3.54,3,5,61.56521739130435
0.53,Ideal,E,VVS1,61.9,55.0,2821,5.2,5.21,3.22,6,5,61.86359269932757
0.73,Premium,E,SI1,61.3,58.0,2821,5.83,5.76,3.55,2,5,61.259706643658326
0.73,Good,E,SI1,63.6,57.0,2821,5.72,5.7,3.63,2,5,63.57267950963222
0.73,Premium,E,SI1,59.6,61.0,2821,5.92,5.85,3.51,2,5,59.64316057774002
0.73,Premium,E,SI1,62.2,59.0,2821,5.77,5.68,3.56,2,5,62.183406113537124
0.73,Premium,D,SI1,61.7,55.0,2821,5.84,5.82,3.6,2,6,61.74957118353345
0.73,Very Good,E,SI1,63.2,58.0,2821,5.76,5.7,3.62,2,5,63.1762652705061
0.7,Premium,E,VS1,60.8,60.0,2822,5.74,5.71,3.48,4,5,60.786026200873366
0.72,Premium,E,VS2,60.3,59.0,2822,5.84,5.8,3.51,3,5,60.30927835051546
0.72,Premium,E,VS2,60.9,60.0,2822,5.8,5.76,3.52,3,5,60.899653979238764
0.72,Premium,E,VS2,62.4,59.0,2822,5.77,5.7,3.58,3,5,62.42371403661727
0.7,Premium,E,VS2,60.2,60.0,2822,5.73,5.7,3.44,3,5,60.192475940507435
0.6,Ideal,F,VVS2,62.0,55.0,2822,5.37,5.4,3.34,5,4,62.02414113277623
0.74,Ideal,I,VVS1,60.8,57.0,2822,5.85,5.89,3.57,6,1,60.81771720613289
0.73,Ideal,F,SI1,62.1,55.0,2822,5.75,5.78,3.58,2,4,62.09887250650476
0.71,Premium,D,SI1,62.7,60.0,2822,5.71,5.67,3.57,2,6,62.741652021089635
0.71,Premium,D,SI1,61.3,58.0,2822,5.75,5.73,3.52,2,6,61.32404181184669
0.7,Premium,D,SI1,60.2,60.0,2822,5.82,5.75,3.48,2,6,60.155574762316334
0.7,Ideal,D,SI1,60.7,56.0,2822,5.75,5.72,3.48,2,6,60.68003487358327
0.9,Good,J,VS2,64.0,61.0,2822,6.04,6.03,3.86,3,0,63.960231980115985
0.71,Ideal,D,SI1,60.2,56.0,2822,5.86,5.83,3.52,2,6,60.2224123182207
0.7,Premium,E,VS2,61.5,59.0,2822,5.73,5.68,3.51,3,5,61.52497808939527
0.7,Premium,E,VS2,62.6,56.0,2822,5.71,5.66,3.56,3,5,62.620932277924354
0.7,Ideal,D,SI1,59.7,58.0,2822,5.82,5.77,3.46,2,6,59.70664365832614
0.7,Good,E,SI1,61.4,64.0,2822,5.71,5.66,3.49,2,5,61.389621811785396
0.7,Ideal,D,SI1,62.5,57.0,2822,5.62,5.59,3.51,2,6,62.62265834076717
0.7,Ideal,D,SI1,61.8,56.0,2822,5.73,5.63,3.51,2,6,61.79577464788733
0.7,Premium,E,VS2,60.7,62.0,2822,5.72,5.68,3.46,3,5,60.70175438596492
0.7,Premium,F,VS2,60.6,58.0,2822,5.8,5.72,3.49,3,4,60.59027777777778
0.7,Ideal,D,SI1,61.4,54.0,2822,5.75,5.71,3.52,2,6,61.431064572425825
0.79,Very Good,D,SI2,62.8,59.0,2823,5.86,5.9,3.69,1,6,62.75510204081632
0.9,Good,I,SI1,63.8,57.0,2823,6.06,6.13,3.89,2,1,63.82280557834291
0.71,Premium,E,VS2,62.3,58.0,2823,5.71,5.66,3.54,3,5,62.269129287598936
0.61,Ideal,E,VVS2,61.3,54.0,2823,5.51,5.59,3.4,5,5,61.26126126126126
0.9,Fair,H,SI2,65.8,54.0,2823,6.05,5.98,3.96,1,2,65.83541147132169
0.71,Ideal,E,SI1,60.5,56.0,2823,5.77,5.73,3.47,2,5,60.34782608695652
0.71,Premium,D,VS2,61.2,59.0,2824,5.74,5.69,3.5,3,6,61.24234470691164
0.77,Ideal,I,VVS2,62.1,57.0,2824,5.84,5.86,3.63,5,1,62.05128205128206
0.74,Good,E,VS1,63.1,58.0,2824,5.73,5.75,3.62,4,5,63.066202090592334
0.82,Ideal,F,SI2,62.4,54.0,2824,6.02,5.97,3.74,1,4,62.38532110091744
0.82,Premium,E,SI2,60.8,60.0,2824,6.05,6.03,3.67,1,5,60.76158940397351
0.71,Premium,G,VS1,62.2,59.0,2825,5.73,5.66,3.54,4,3,62.159789288849865
0.83,Premium,H,SI1,60.0,59.0,2825,6.08,6.05,3.64,2,2,60.016488046166536
0.73,Very Good,G,VS1,62.0,57.0,2825,5.75,5.8,3.58,4,3,61.99134199134199
0.83,Premium,H,SI1,62.5,59.0,2825,6.02,5.95,3.74,2,2,62.489557226399334
1.17,Premium,J,I1,60.2,61.0,2825,6.9,6.83,4.13,0,0,60.160233066278224
0.91,Fair,H,SI2,61.3,67.0,2825,6.24,6.19,3.81,1,2,61.303298471440065
0.73,Premium,E,VS1,62.6,60.0,2826,5.75,5.68,3.58,4,5,62.642169728783905
0.7,Good,E,VS1,57.2,59.0,2826,5.94,5.88,3.38,4,5,57.1912013536379
0.9,Premium,I,SI2,62.2,59.0,2826,6.11,6.07,3.79,1,1,62.23316912972086
0.7,Premium,E,VS1,62.2,58.0,2826,5.66,5.6,3.5,4,5,62.166962699822385
0.7,Very Good,D,VS2,63.3,56.0,2826,5.6,5.58,3.54,3,6,63.32737030411449
0.7,Premium,E,VS1,59.4,61.0,2826,5.78,5.74,3.42,4,5,59.375
0.9,Very Good,I,SI2,63.5,56.0,2826,6.17,6.07,3.88,1,1,63.39869281045752
0.78,Premium,F,SI1,60.8,60.0,2826,5.97,5.94,3.62,2,4,60.789252728799326
0.96,Ideal,F,I1,60.7,55.0,2826,6.41,6.37,3.88,0,4,60.71987480438184
0.7,Very Good,D,SI1,62.3,59.0,2827,5.67,5.7,3.54,2,6,62.269129287598936
0.72,Good,D,VS2,64.0,54.0,2827,5.68,5.7,3.64,3,6,63.971880492091394
0.79,Premium,H,VVS2,62.6,58.0,2827,5.96,5.9,3.71,5,2,62.563237774030355
0.7,Ideal,H,VVS1,61.6,57.0,2827,5.69,5.74,3.52,6,2,61.5923009623797
0.7,Ideal,H,VVS1,62.3,55.0,2827,5.66,5.7,3.54,6,2,62.32394366197183
0.7,Ideal,D,SI2,60.6,57.0,2828,5.74,5.77,3.49,1,6,60.64291920069505
1.01,Premium,H,SI2,61.6,61.0,2828,6.39,6.31,3.91,1,2,61.5748031496063
0.72,Premium,F,VS1,62.2,58.0,2829,5.75,5.7,3.56,4,4,62.183406113537124
0.8,Good,E,SI2,63.7,54.0,2829,5.91,5.87,3.75,1,5,63.667232597623084
0.59,Ideal,E,VVS1,62.0,56.0,2829,5.36,5.38,3.33,6,5,62.01117318435754
0.72,Ideal,F,VS1,61.7,57.0,2829,5.77,5.74,3.55,4,4,61.68549087749783
0.75,Premium,E,SI2,61.9,57.0,2829,5.88,5.82,3.62,1,5,61.88034188034188
0.8,Premium,E,SI2,60.2,57.0,2829,6.05,6.01,3.63,1,5,60.19900497512438
0.71,Very Good,E,VS2,62.7,59.0,2830,5.65,5.7,3.56,3,5,62.73127753303964
0.77,Very Good,H,SI1,61.7,56.0,2830,5.84,5.89,3.62,2,2,61.72208013640238
0.97,Ideal,F,I1,60.7,56.0,2830,6.41,6.43,3.9,0,4,60.74766355140187
0.53,Ideal,F,VVS1,60.9,57.0,2830,5.23,5.29,3.19,6,4,60.646387832699624
0.53,Ideal,F,VVS1,61.8,57.0,2830,5.16,5.19,3.2,6,4,61.83574879227052
0.8,Ideal,I,VS2,62.1,54.4,2830,5.94,5.99,3.7,3,1,62.02849958088852
0.9,Premium,G,SI1,60.6,62.0,2830,6.21,6.13,3.74,2,3,60.61588330632091
0.76,Very Good,E,SI2,60.8,60.0,2831,5.89,5.98,3.61,1,5,60.82561078348778
0.72,Ideal,E,SI1,62.3,57.0,2831,5.7,5.76,3.57,2,5,62.303664921465966
0.75,Ideal,E,SI1,61.4,57.0,2831,5.82,5.87,3.59,2,5,61.420017108639854
0.72,Premium,E,SI1,62.1,58.0,2831,5.73,5.76,3.57,2,5,62.14099216710183
0.79,Ideal,G,SI1,61.8,56.0,2831,5.93,5.91,3.66,2,3,61.82432432432432
0.72,Very Good,F,VS2,62.5,58.0,2832,5.71,5.75,3.58,3,4,62.47818499127399
0.91,Very Good,I,SI2,62.8,61.0,2832,6.15,6.18,3.87,1,1,62.77372262773723
0.71,Premium,G,VVS2,62.1,57.0,2832,5.75,5.65,3.54,5,3,62.10526315789473
